,X,Y,block,class,coord,description,plate,site,stratum,year
11,36,65,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"36,65","II. Sk. ’12—165; sq. 36-65’; stratum 1. Height 6- 5 in. Hair in crescent over forehead and plaited at edge. Topknot and twisted wreath. Mouth wide and smiling. Ear-ring in right ear. Left ear missing. (Pl. 148, no. 11.) 12. Sk. ’13—2,o34; sq. 63-62’; stratum II. Height 5' 5 in. Female(?) head. Short hair falling over forehead. Heavy wreath with smooth surface (Ppainted) round topknot. Ear-rings in both ears. Trace of lime-wash. (Pl. 148, no. 12.)","148-11, 148-12",Sk,1,1912
13,63,62,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"63,62","I3. Sk. ’13—2,027;- sq. 63-62’; stratum II. Height 6 in. Hair cut across forehead. Topknot, bandeau and left ear missing. Large eyes and mouth; teeth Visible; short wide nose. Cf. A.S.R. (1912), P1. XVII, b. (P1. 148, no. 13.)",148-13,Sk,2,1913
14,63,62,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"63,62","14. Sk. ’13—2,026; sq. 63-62’; stratum II. Height 5-7 5 in. Hair curled at edge across forehead and over the ears. Part of wreath and topknot missing. Cf. A.S.R. (1912), P1. XVIII, a. (P1. 148, no. 14.) Type d. With bulging forehead, very short nose, and short upper lip.",148-14,Sk,2,1913
15,54,62,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"54,62","15. Sk. ’I3—2,080; sq. 54-62'; stratum II. Height 6-25 in. The head is shaved except for a single tuft of hair which falls from the crown over the forehead and is tied in a ball at the end. Wears heavy ear-rings. Eyes very sketchily modelled. Cf. A.S.R. (1912), Pl. XVII, d. (Pl. 148, no. I 5.)",148-I 5,Sk,2,
16,56,63,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"56,63","I6. Sk. ’13—2,o51; sq. 56-63’; stratum II. Height 5-25 in. Hair parted over forehead and taken back over ears. Topknot and wreath missing. Eyes sketchy and somewhat slanting. Mouth small. (Pl. 148, no. 16.) ~ Type e. Heads of Parthian(?) type, wearing moustache. With them may be compared the relief in shell no. 12, illustrated on P1. 208, no. 51.",148-16,Sk,2,1913
17,56,63,, II. Sculptures in bastard Hellenistic style (nos. 3—18),"56,63","17. Sk. ’19—1; south-west of D; stratum II. Height 3 in. Wears short hair falling in strands over forehead. The top and back of the head being broken, it is uncertain whether there was a topknot and wreath or not. (Pl. 149, a.) 18. Sk. ’I3—2,050; sq. 56-63'; stratum II. Height 5-25 in. The hair is curled in a double line of ringlets over forehead and falls over the ears like a wig. The top and back of the head are missing. Ear-ring in left ear; right one is missing. (Pl. 149, [2.) modelled eyes, long thin nose, and rather heavy jaw (nos. 19—22)","149-a, 149-[2",Sk,2,1919
19,54,62,," III. Heads of Bodhisattva(?) type with turban and moustache, carelessly","54,62","19. Sk. ’13—2,105; sq. 54-62’; stratum II. Height 13-5 in. Indian turban in three rolls, crossing in the centre of the forehead and ﬁnished with a fantail ornament above. Eyelids carelessly put in. Nose thin and ‘wooden’. The moustache, which is missing, was aﬂ'ixed separately. Cf. A.S.R. (1912), P1. XVII, a. (P1. 149, h.)",149-h,Sk,2,1913
20,63,62,," III. Heads of Bodhisattva(?) type with turban and moustache, carelessly","63,62","20. Sk. ’13—2,oo7; sq. 63-62'; stratum II. Height 4-75 in. Turban as above. Ear-pendant in left ear; right ear missing. The nose is better modelled, but the eyes are very sketchy. Cf. A.S.R. (1912), P1. XVIII, d. (Pl. 149, 0.) 66-2 52o STUCCO SCULPTURES [CH. 26",149-0,Sk,2,1913
21,63,65,," III. Heads of Bodhisattva(?) type with turban and moustache, carelessly","63,65","21. Sk. ’12—247; sq. 63-65’; stratum I. Height 4 in. Similar to preceding, but with large open eyes. Ear-rings in both ears. (Pl. I49, d.)",I49-d,Sk,1,1912
22,54,60,," III. Heads of Bodhisattva(?) type with turban and moustache, carelessly","54,60","22. Sk. ’13—2,158; sq. 54.60’; stratum II. Height 5-5 in. Similar, but without moustache. The ears and part of right cheek are missing. Observe the circular indentation in the short upper lip. (P1. 149, e.)",149-e,Sk,2,1913
23,54,61,, IV. Torsos and limbs (no. 23),"54,61","23. Few pieces of the torsos or limbs belonging to these heads have been preserved. The biggest fragment is no. 23 (= Sk. ’13—2,125; sq. 54-61’; stratum II; height 8 in.). It belongs to the ﬁgure of a well-developed woman, with her left arm bent double and leaning on a cushion. The head and lower part of the body are missing, as well as the left shoulder and left hand. The modelling is vigorous, but coarse and clumsy, with little feeling for plasticity. These comprise part of a lotus capital, no. 24 (= Sk. ’I3—2,Ioo; sq. 54-62’; stratum II; height 8 in.), with bead—and-reel moulding below the leaves, and fragments of various swags or garlands used to decorate the sides of the stﬁpas. Of the latter, no. 25 (=Sk. ’12—815; sq. 65-64’; stratum II; length 10 in.) is adorned with six-petalled ﬂowers overlapping one another; another (no. 26: Sk. ’12—1,027; sq. 6666’; length 7' 5 in.), with ﬁve-petalled ﬂowers between crossed hands; a third (no. 27= Sk. ’12—820; stratum II; length 7 in.), with clusters of grapes and acanthus leaves; a fourth (no. 28=Sk. ’12—815; sq. 65-64'; stratum II; length IO in.), with simple obcordate petals; and a ﬁfth (no. 29 = Sk. ’12—81 5; sq. 65-64’; stratum II; length 11-75 in.), with quatrefoil blossom in reticulated pattern. (Pl. 149, f, g, i, j.) GROUP B. SCULPTURES OF THE INDO-AFGHKN SCHOOL (FOURTH AND FIFTH CENTURIES AD.) The sculptures of the Indo-Afghan School, which are represented by the following examples, fall into certain well—deﬁned categories. In the ﬁrst come the ﬁgures of the Buddha, which, as we have already seen, retain, generally, the traditional characteristics which distinguished them in the Gandhara School. In the second are the Bodhisattvas, which are generally recognisable at a glance by their elaborate head—dresses and the profusion of their jewellery. To the third category belong the monks, who wear the same robes as their Master but, unlike him, have shaven heads; and along with the monks a few specimens of Brahmanical ascetics. The fourth category comprises a multitude of devas and lay-worshippers, both male and female, who are represented making offerings or doing obeisance to the Blessed One or to the Bodhisattvas. In the ﬁfth category is included an equally numerous and varied company of yakshas or genii, which share, with the lions and elephants, the burden of supporting the tiers of the stﬁpa-plinths. These atlantes, as we may rightly call them, since the original conception of them was certainly derived from Greek prototypes, are depicted with an endless variety of grotesque faces and in every kind of writhing and tormented posture. The lions and elephants, as well as the bulls which crown the Persepolitan pilasters, make up the sixth and last category. CH. 26] STUCCO SCULPTURES 521 STUCCO RELIEFS OF MOHBA MORADU. Nos. 30—8, a. (Cf. ch. 18, pp. 358—64.) A. Reliefs on the main stﬂpa. Among the most beautiful sculptures of the Indo- Afghan School, whether of stucco, clay or terra—cotta, are the reliefs already referred to, on the south face of the main stﬁpa at Mohra Moradu. This face was divided by slender pilasters into eight bays, each of which was subsequently adorned with a group of ﬁgures, comprising one or more images of the Buddha with attendant Bodhisattvas or devas, while the faces of the pilasters themselves were enriched with two seated ﬁgures of the Buddha, one above the other, some enthroned on lotuses, some on simple seats. Of these eight groups the most arresting is the one in the fourth bay from the western end, to which the premier place was evidently given in virtue of its being opposite, or virtually opposite, the central north-south axis of the stﬁpa drum. The group in this bay, nos. 30, 31 (Pls. I50, a, I 5 I), comprised a seated Buddha in the middle with a standing Bodhisattva on either side, two celestial beings (devas) coming out of the background, on each side of the Buddha’s head, and two other ﬁgures—probably Bodhisattvas—enthroned on lotuses in the top corners. The image of the Buddha in the centre is seated in the Teaching attitude (s’z'kshd—mudra') on a lion-throne (simha‘sana), in front of which are four miniature ﬁgures of lay-worshippers, including perhaps the donor of the group, two on one side of a bowl, two on the other. All the reliefs are coated with a thin slip of ﬁne plaster, and there are traces on them of the buff, red and black paints with which such ﬁgures seem to have been invariably embellished. The beauty of the group is necessarily much impaired by the damage it has sustained, especially to the head and hands of the central image, but the attendant Bodhisattvas and the deva above the left shoulder of the Buddha give us a splendid conception of what the Indo-Afghan School, at its best, was capable of achieving. In the whole range of Indian sculpture it would be difﬁcult to point to ﬁgures more beautifully conceived or more perfectly executed than these. Observe the Bodhisattva on the right (Pl. 151); how digniﬁed his posture, as he stands slightly inclining towards the central image; how calm his expression; how delicate the modelling of his features. And notice, too, with what consummate skill the sculptor has handled his garments, draping the dhoti ever so lightly and gracefully about his legs, turning the long scarf in stylish folds about his arms, and giving to the whole a delicate suggestion of movement, as if the Bodhisattva were being borne insensibly towards the Buddha. Then turn from this ﬁgure and observe the deva above, emerging out of the background. Nothing could be more tender than the attitude of his hands or more gentle than the expression on his face, as he descends from heaven to do homage to the Great Teacher. It is not only that these ﬁgures are nobly conceived; they are ﬁnished in every detail with exquisite grace and feeling. The draperies merit special notice. Although more formal and stylish than Hellenistic draperies, they exhibit the same technical methods as the latter in the treatment of their folds; that is to say, the mass of the material between the folds is cut away, and the folds themselves left standing out in relief, as they naturally 522 STUCCO SCULPTURES [CH. 26 do in any thin material. Roman sculptors, as is well known, made a practice of cutting away only the narrow folds and leaving the mass of the material between them unchiselled, thereby saving much labour but producing an effect which was not true to nature. Obviously it is much easier to adopt the Greek method when modelling in plaster or clay than when chiselling stone or marble, and, provided that a sculptor is conscientious in his work, it is the method to which, irrespective of tradition, he must inevitably be led, since it is the only one that is correct. But in the case of the Indo-Afghan School, there can be little room for doubt that in this, as in many other features, it inherited the Hellenistic tradition through the Gandhara School. That does not mean, of course, that this phase of art was merely a derivative or later reﬂexion of Gandhara art. It owed many of its motifs and ideas and much of its hieratic character to that art, but it went far beyond it, both in pure decorative beauty and in the expression of religious sentiment, and in these spheres it established new and far-reaching traditions which profoundly inﬂuenced the character of the Gupta and later medieval art of India. Compared with the foregoing, the reliefs in the other bays are of little interest. It might have been expected that the groups to the right and left would have been made to balance or at least to correspond in some measure with one another. But this was not the case. The bay on the left, i.e. the third in order from the south-west corner, contains the seated Buddha (no. 32: Pl. I 50, b) in the Teaching attitude, and on each side of him a Bodhisattva seated cross-legged on a lotus, while between them were smaller standing figuresI and other Bodhisattvas and devas above. The group is not unattractive, but it misses altogether the ﬁne feeling and masterly handling of the central one. The modelling of the Buddha is less sympathetic, his draperies coarser and more formal, and the two seated Bodhisattvas have none of the dignity and grace that belong to their standing counterparts in the other bay. Their drawing and modelling are weak, their ornaments not so reﬁned, and the countenance of the one on the right (the only countenance preserved) wears an almost fatuous expression. In the second and ﬁfth bays (nos. 33, 34=Pl. 152, a, b) the inferiority is still more marked. In each bay there are three seated Buddhas in the attitude of Teaching or of Meditation, and between them stand two Bodhisattvas. None of the ﬁgures, either seated or standing, has any pretention to artistic merit, let alone to spiritual beauty; they are merely stock types turned out, as it were, and repeated mechanically at so much a ﬁgure, as we shall see presently that thousands of miniature ﬁgures were repeated on the smaller stﬁpas. A typical specimen is the standing Bodhisattva on the right hand of panel 34, which is illustrated on a large scale on P1. I 55, 0. Setting it by the side of the corresponding ﬁgure of the central group, one can see at once how weak and ill-proportioned it is, the head and feet too big for the rest of the body, the features awry, the expression devoid of meaning, the ornaments and drapery clumsy and overdone. B. Detached heads, etc. Nos. 3 5—8. Besides the reliefs in situ many detached heads and other fragments of stucco were found among the ruins at Mohra Moradu, among which the following are deserving of special notice:","149-f-g-i-j, 151",Sk,2,1913
35,,,, V. Architectural fragments (nos. 24—9),,"35. Mm. ’15—297; cell 19; 8 ft. below surface. Height 7 in. Small head of the Buddha, in a ﬁne state of preservation and remarkable for the beauty of its high-caste and ﬁnely modelled features. Only the ear-lobes are damaged. The ﬁrm? is small, but prominent; the hair waved back from the forehead. Traces of red paint on lips, eyelids, forehead and neck. This head I One of these standing ﬁgures—between the Buddha and the seated Bodhisattva on his right—was too decayed to be replaced when the panel was set up in the museum. ,. aWWMmWWWMW “pug,“ ' MWMWWM :“Mvw.w‘dvﬂmvrwv a.“   CH. 26] STUCCO SCULPTURES 523 affords a good opportunity of examining the technique of these ﬁgures. Over the plaster is a ﬁne slip of lime or more probably ﬁne ‘shell’ plaster, applied before the ﬁnal deﬁnition was given to the features. The paste must have been still soft when the slip was put on, and it was not until after the application of the latter that the ﬁne lines were impressed with a modelling tool around the nostrils, etc. The face is left white, but the lips, edges of nostrils, rims and folds of eyelids, edges of hair, folds of neck and ear—lobes, are picked out in red, and the hair is coloured grey-black. Observe the long and narrow eyes, slanting upwards at the outer corners, the small and sensitive nostrils, the full lips and prolonged ear-lobes. Cf. p. 362 (4.) supra; A.S.R. (1915), P1. XX, J. (P1. 153, u.)",153-u,Mm,,1915
36,,,, V. Architectural fragments (nos. 24—9),,"36. Mm. ’18—4; east of main stﬁpa; ground—level. Height 5-37 in. Stucco head of a Bodhisattva. Wavy hair parted in the middle and conﬁned within a ﬁllet, and curled above the ears. Crown of the head missing. Tip of nose damaged. Lime-wash. Note the elongated and oblique eyes. For this and the three following, of. p. 359 supra. (Pl. 153, d.) 37. Mm. ’27—9; between stﬁpas I and II; 2 ft. 3 in. below surface. Height 6-75 in. Stucco head of a lay-ﬁgure, wearing long moustache. The right eye, ears, forehead and hair are missing. The jaw is heavy and the cheeks well modelled. (Pl. 149, l.)","153-d, 149-l",Mm,,1918
38,,,, V. Architectural fragments (nos. 24—9),,"38. Mm. ’15—292; east of main stﬁpa; 12 ft. below surface. Height 5 in. Stucco head of Bodhisattva. Ears and head-dress damaged. No 1mm. Traces of crimson paint on lips. Hair grey—black; roughened with age. Cf. A.S.R. (1915-16), p. 26, no. 3. (Pl. 153, c.)",153-c,Mm,,1915
38,,,, V. Architectural fragments (nos. 24—9),,"38, u. Mm. ’15—16, 216. Harmikd of kaﬁjﬁr, coated with stucco, 22 5 in. wide x 10 in. high. Traces of blue and red paint. From the small stﬁpa. Cf. A.S.R. (1915—16), p. 29, no. 6. (Pl. 149, k.) STUcco RELIEFS 0F IAULIASI. Nos. 39—71. (Cf. ch. 20, pp. 371—84.) For variety and extent the collection of stucco ﬁgures found at the saughdrdma of Iauliaﬁ is by far the most important at Taxila. It does not contain anything up to the standard of the ﬁnest reliefs at Mohra Moradu, but, on the other hand, it comprises countless examples of every kind of ﬁgurine employed in the ﬁfth century to adorn the smaller class of stﬁpas. In describing these stucco sculptures of Jauliaﬁ we shall start with the large and medium-sized images found in situ, then proceed to the smaller ﬁgurines also in situ, and close our account with the detached heads and other disjecta membm which were lying among the fallen debris. A. Large and medium-sized sculptures in situ. Nos. 39—42. These are found either in the image-shrines (e.g. no. 39 infra) or decorating the bases of stﬁpas (e.g. nos. 40, 41 and 42) or in niches let into the monastery walls or on pedestals in front of some of the cells. On the base of the main stﬁpa the images are, as usual, divided one from the other by pilasters; on the smaller stﬁpas the pilasters are sometimes absent.",149-k,Mm,,1915
39,,,, V. Architectural fragments (nos. 24—9),,"39. In. ’27—F 585. A ﬁne group of stucco ﬁgures found in chapel EI at Iauliaﬁ, and now in the museum. In the centre is seated the Buddha in the attitude of Meditation (dhydna-mudrd) with a standing Buddha to his right and left and two attendant ﬁgures behind. Of the latter, the one to his right is carrying the ﬂy—whisk (caurz'); the other, as suggested by his head-dress, is Indra, holding the thunderbolt (vajm) in his left hand. On the central image are still many traces of the red and black paint and of the gold-leaf with which it, and doubtless the other 524 STUCCO SCULPTURES [CH. 26 ﬁgures also, were once bedecked. All ﬁve ﬁgures are of lime plaster, on a core of kaﬁjﬁr, rubble and clay. In style they are not on a par with the reliefs in the fourth bay of the main stﬁpa at Mohra Moradu (p. 521 supra), and the attendant ﬁgures are especially stiff and formal, but the central ﬁgure of the Buddha is an impressive example of the conventional images of this period and the ﬁnest, in a complete state, at Taxila. Soon after its discovery this group was shattered to bits by a fanatic, but reconstructed with inﬁnite skill and unwearying patience by my assistant, Mr M. Gupta. Cf. p. 377 supra; in. Mem. Pl. XIII, b. (P1. 155, a.)",155-a,,,1927
40,,,, V. Architectural fragments (nos. 24—9),,"40. In. ’27-«F 586. Seated colossal Buddha in the dhydna-mua’ra, occupying the bay between a pair of pilasters on the south face of the main stﬁpa opposite to stﬁpa AII. Four smaller ﬁgures of the Buddha, one in the s’iksha- and the others in the dhyana—mua’ra, are seated, one above the other, on lotuses, on the faces of the pilasters. All of these ﬁgures, large and small, belong to the ﬁfth century A.D. The central image, like all such large images of this period, is composed of a core of large blocks of kaﬁjﬁr stone covered with clay, and ﬁnished with a thick coating of lime stucco. The workmanship is rough and the style mechanical. (Pl. I 54, a.)",I 54-a,,,1927
41,,,, V. Architectural fragments (nos. 24—9),,"41. In. A15. A row of Buddhas in the attitude of Meditation, seated side by side on the plinth of stﬁpa A15. This is probably one of the earliest of the smaller stﬁpas at Iauliaﬁ, and it'is not unlikely that the form of decoration found here represents an earlier stage than that found in most of the neighbouring stﬁpas (e.g. D I, D4, A16), but, if this is so, the images of the Buddha must have been remade in the ﬁfth century A.D. since it is quite certain that, as they stand, they are among the latest reliefs on the site, being both stereotyped in style and coarse in workmanship. Cf. p. 372 supra. (Pl. 155, b.)",155-b,,,
42,,,, V. Architectural fragments (nos. 24—9),,"42. In. ’I7~F 589; east face of stﬁpa A11. Height 23 in. Stucco image of the Bodhisattva Maitreya, in the attitude of Meditation, holding an unguent-ﬂask in the ﬁngers of his left hand. Wears ear-pendants, necklaces and bangles. The state of preservation is excellent, but the modelling is mechanical and the features heavy and soulless. As a rule, Maitreya is seated in European fashion, and is seldom portrayed in the dhyana-mua'ra. Cf. p. 373 supra. (Pl. 1 5 5, d.) B. Small sculptures in situ. Nos. 43—8 (cf. ch. 20, pp. 372—3). These are found on a large class of stﬁpas at Iauliaﬁ and elsewhere. The stﬁpas commonly have a square base, circular drum, dome and a range of umbrellas, but from most of them the super— structure has now perished and the bases only remain. The latter are generally divided into three horizontal tiers, diminishing in width and height as they ascend, and divided one from the other by dentil cornices. The principle of decoration is the same for all three tiers; it consists of a series of stunted pilasters with shallow niches between them. In the two lower tiers the pilasters are usually in the debased Corinthian style; in the uppermost, in the debased Persepolitan. The niches are in the form either of a trefoil arch or of a portal with sloping jambs, which was the form in fashion at this time for the doorways of monastery cells. These two forms of niches alternate with one another on the faces of the stﬁpas, both horizontally and verti- cally. Within the niches are seated Buddhas or Bodhisattvas—the former in the attitude either of Meditation or of Teaching; on either side of the niches, between them and the pilasters, are pairs of ﬁgures bringing offerings to or worshipping the Buddha. In order to increase the height of the two lower tiers without diminishing the number of niches, an extra row of ﬁgures was added at their base. Inthe lowest tiers these ﬁgures commonly consisted of the forefronts of lions alternating with atlantes, which are shown supporting the weight of the superstructure above them. In the second tier the lions were frequently replaced by elephants. CH. 26] STUCCO SCULPTURES 525 To the above description it should be added that: (a) In the second and top tiers the forefronts of lions and elephants were sometimes added at the base of the portal jambs and trefoil arches which enclosed the niches. (b) The Perse- politan pilaster—capitals were usually crowned with bulls, back to back. (0) The atlantes generally took the form of warriors or musicians or ﬁgures holding wine— cups. (d) The ﬁgures beside the Buddha rest, as a rule, on a kind of lotus stool. Sometimes they are two Buddhas, seated and meditating; sometimes they are two monks or two lay-worshippers, kneeling and praying or bringing offerings of fruit or ﬂowers in their robes or in a basket, or occasionally with caskets in their hands, containing treasures of one kind or another (no. 43=Pl. 156, a). (e) Figures of seated Buddha are sometimes substituted on the face of the Corinthian pilasters in place of the usual small incised panels, e.g. on the pilasters on the west face of stﬁpa D4 (no. 44=Pl. 154, b). The above was the scheme of decoration on the majority of these small stﬁpas, but in some cases it was varied by inserting a row of seated Buddhas or Bodhisattvas side by side and without any adventitious decoration beneath the lowest course of lions and atlantes, as in stﬁpa A11. In a few cases, as in A15, the whole plinth was occupied by such ﬁgures, but as already stated, this may represent an earlier type of decoration. Such intensive repetition of ﬁgures is not found in stﬁpas of the earlier Gandhara School. The new fashion was to some extent the result of the stereotyping and commercialising of art; but it arose still more from the ever-growing practice of repeating the ﬁgures of the Blessed One in countless numbers, so that the donor of them might achieve a corresponding increase in the volume of his merit. The general appearance of these stﬁpa-bases will be clear from the illustrations of stﬁpas A16 and D4 (nos. 45—7) on Pls. 156 and 157. The former, which is the smaller of the two, is now in the local museum; the latter still stands on the spot where it was unearthed. Although the description given above applies accurately to both, there are certain features that merit further attention. One of these is that, while in stﬁpa A 16 all the ﬁgures in the niches are Buddhas seated in the attitude of Teaching or of Contemplation, in theupper section of D4 as well as in D1, Bodhisattvas are substituted for some of the Buddhas. Another noteworthy feature is the sloppy and unconvincing postures of the atlantes, not only on these, but on all the stﬁpas of this period. It is a natural and logical expectation that any supporting ﬁgures of the kind, whether atlantes or caryatids or animals, should be sufﬁciently big and strong to appear to support the super- incumbent weight; but these atlantes are not only absurdly small in proportion to the size of the structure, but they are in attitudes which suggest that, instead of sustaining the mass above them, they are being crushed beneath its burden. A third point of interest is that among the many pairs of attendants on the Buddhas or the Bodhisattvas we encounter here and there some women. One such pair of women occurs in a panel in the lower row on the north face of stﬁpa D4 (no. 48=Pl. 154, c). In the centre, is a meditating Buddha, and to right‘and left of his trefoil niche a woman seated on a high seat in European fashion. The one to MT 57 Buddhas 526 STUCCO SCULPTURES [CH. 26 the proper right of the Buddha holds in both hands a covered vessel, the bottom of which rests on her left hand, while with her right hand she seems about to lift off the tall lid. The other one holds in her right hand a drinking-cup and in her left a spear. These are distinguishing attributes of Kubera, the dispenser of riches, in his capacity of leader of the yakshas, and later on were transferred to his consort Hariti, the demon mother of children and giver of prosperity. We may be sure, therefore, that these women are meant to be yakshinis, embodying some popular superstition or other.I Hariti herself, so the legend goes, was converted by the Buddha and became an updsikd or lay-disciple; and to feed her 500 children, whom she had formerly fed on the ﬂesh of human children, Buddha told her that the bhikshus in the monasteries should every day offer her food from their portions. Hence, I—tsing tells us, an image of Hariti was placed either in the porch or in the corner of the dining—hall of Indian monasteries, and abundant offerings of food were made to it.z C. Miscellaneous detached sculptures. Nos. 49—71 (cf. ch. 20, pp. 371, 384).",1 5 5-d,Bl,,
49,,,, V. Architectural fragments (nos. 24—9),,"49. In. ’16—57; north-east of main stﬁpa. Stucco head of the Buddha. Height 21-5 in. Lime- wash. Traces of red paint on edges of hair and on right ear. No slip preserved. This and the following head belonged to two of the colossal Buddhas which adorned the walls of the main stﬁpa, and are ﬁne specimens of their kind, both probably by the same hand. The hair is treated in much the same way as on the small head from Mohra Moradu (no. 35 supra) but the features are not so reﬁned and delicate as in that example. The urnd was probably composed, as it appears to have been in most of the colossal heads, of a round piece of rock-crystal cut en cabochon and sunk in the surface of the plaster. in. Mem. p. 42, no. 57. (Pl. 149, m.)",149-m,,,1916
