,X,Y,block,class,coord,description,plate,site,stratum,year
14,,,S, I. Gold ﬁnger—rings (nos. 1—17),,"14. Solid gold ﬁnger-ring with ﬂattened oval bezel engraved with Kharoshthi legend and nandipada symbol. Diam. 0-75 in. Hoop ﬂat within, round without. Inscription reads: Sadhalasa= ‘Of Sadhala’. (Cf. Corpus Inscr. Ind. vol. II, pt. I, p. 100 (I), and see below, ‘Seals and Sealings’, ch. 34, no. 22.) This ﬁnger-ring is much worn and it is possible that it may date from the ﬁrst or second century B.C., though the hoard in which it was found belongs [CH. 31 644         .szmumm H .mm M3935 H .E ”@333. H .CH “mammﬁmgasn— H in” “Emeﬂﬁm H .am ﬁsaﬁvmm H .mm a .3an 969w 05 E veg—GE you ohm 5.30 momm .8 3:25: BE 5 950w $3.30 .302       . a 6 Amloh .85 mwct .3 80¢ mu .mb ,3. Lemma .8.“ @2585 33m 3 NH .mm 80¢ i. Gin :3 “Ta 45 ”on I I I I I I I 0:05 mo 88% @33me .NH :3 45 80¢ 8 I we 8 | I I I I I I 313 .85 3&0 it» .aQ 58m we :6 .w Eon mo HH> gm 89% we I I I I I I we I I Glue .woav =w£m ATV H> .AO €on 3 I 00 I I I I I I I Go .oo .85 28am A> > I I I I I I am I I I 3m .05 934 .> >H 3&0 89¢ wm I I I I I I hm I I Awm 8m .85 GP: .>H .Am 89a om mm hmm dm 80¢ 0+ on AHmlmw 1‘ 3. 3m 9 .SQ a so a a .I H: 89d «m .wm amu .uu mm .3 .3. ”G .0"" I um I I .313 .9 cu in I .85 350.5 23 3.3.00 43 E I I bl. m I I I I mu I I 8; .05 53mm .= HI H H .GH Sod H Q R» .3 “Elm 6|"" 5 I I I I I I ASL .85 200 A :3 tam dd .o.m 835m émﬁm MWMW #030 WWW 8.35m «@532 5380 E350 H 83 >IH> H : 5+ as 8 am 330‘ «3% 850 SIM: >~ :> H: >H $30                       395w maﬁa     333 @552 “Em       mOZHm-mmUZHm m0 Fmdwmo A<OHEm<MUHB<mBm CH. 31] FINGER-RINGS AND GEMS 645 TABLE SHOWING DISTRIBUTION OF FINGER-RINGS     I N S I R KAP Block Strata VI—V Stratum IV Strata III—II Stratum I Greek Early Saka Saka-Parthian Surface EAST SIDE OF MAIN STREET I — — 1 1, 36 — A — — 31 — B _ __ _ _ C — —— 43, 48, 55 - D — —- 4s —- E ”'°"" _ I3TI6! 20: 71, a—i) 72, 73 (71) “—1) F __ _ _ _ G — ~— 44 33 H __ __ __ _ I _. _ _ _ J __ _ _ __ K '_ ""_ 8; IO, 42: 53, 67 _‘ L _ _ _ __ WEST SIDE OF MAIN STREET 1’ — — 4 24 A' — —— — — B’ —* — 21547 ~— C’ —— — —— — D’ 37 7 2, 3, s. 9, 17, 6o 12, a, b E’ — — 39, 46, 68, 7° *— F' — - 49 — G’ — —— 6, 51 —— H’ — — — —- K’ —~ —— ——- — Main Street — __ 35 —' Eighth Street (east) — — 58 —               Note. Nos. 32 and 54, which were found in spoil earth, are not included in the above Table. to the ﬁrst century A.D. Sk. ’13—194/8. From same hoard as preceding. Cf. p. 159, no. 16 supra; A.S.R. (1912), p. 27, no. 8; Pl. XXI, b, 6. (Pl. 197, no. 14.)",197-14,Bm,,1913
15,,,, I. Gold ﬁnger—rings (nos. 1—17),,"15. Gold ﬁnger-ring with raised disk—like bezel engraved With Kharoshthi and Brahmi legends. Diam. 0-87 in. The gem from the centre is missing. The hoop is of rounded drawn-out Wire with the ends coiled back round the base, like the copper examples, nos. 19 and 20. First century A.D. The inscription reads: Mahayas’a putrasa Manavasa= ‘Of Manava, the son of Mahﬁyaéa’. Cf. C.I.I. vol. II, pt. I, p. 100 (2), Pl. XX, 2. Sk. ’13—194/10. From same hoard as preceding. Cf. p. 160, no. 17 supra; A.S.R. (1912), p. 27, no. 10. (Pl. 197, no. 15.)",197-15,Sk,,1913
16,62,113,, I. Gold ﬁnger—rings (nos. 1—17),"62,113","16. Solid gold ﬁnger-ring with ﬂat rectangular bezel and clusters of four drops on shoulders. Diam. I in. The hoop is ﬂat Within, rounded Without, and expanding upwards. The inlaid Stone is lapis-lazuli engraved with the ﬁgure of a warrior armed with spear and shield, with an early Brahmi inscription to his proper left. The style of the engraving is Hellenistic and it is likely that the ring, which is much worn, dates from the ﬁrst or second century B.C. The inscription reads: Samanavasa=‘0f Samanava’. Sk. ’13—194/11. From same hoard as preceding. Cf. p. 160, no. 18 supra; A.S.R. (1912), P1. XXI, b, 9, p.27, no. 11. (Pl. 197, no. 16.) , 17. Gold ﬁnger—ring with ﬂat oval bezel. Similar to nos. 5—8 above. Diam. 0.87 in. The inlaid gem is glass engraved with a standing ﬁgure of Herakles holding a club in right hand. To MT 82 646 FINGER-RINGS AND GEMS [011. 31 the left of the ﬁgure is a Kharoshthi inscription, partly concealed by the gold rim. The reading is uncertain. First century A.D. For the ﬁgure of Heracles, cf. no. 44 below. Sk. ’29—1,241/16; sq. 62-1 13’; stratum III. From same hoard as nos. 2 (gm), 3 and 9. Cf. p. 187, no. 23. (Pl. 197, no. 17.)","197-16, 197-17",Sk,3,1913
18,10,59,, II. Silver ﬁnger-ring (no. 18),"10,59","18. Plain silver ﬁnger-ring with oval shield-like bezel. Diam. 0-75 in. The hoop is a thin band of metal and the bezel is curved to the shape of the ﬁnger. Third century B.C. Bm. ’24—181; sq. 10-59’; stratum II. Cf. p. 106 supra. (Pl. 197, no. 18.) Type a. Of plain wire, partly coiled. Made on the same principle as the copper bracelet no. 6, and gold bracelets nos. 104—5. Rings of this type date from the third century B.C. to the ﬁrst century A.D.",197-18,Bm,2,1924
19,22,32,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"22,32","19. Finger-ring of copper Wire with coiled ends. Diam. 0-75 in. Third to second century B.C. Bm. ’20—1,495; sq. 22-32’; stratum II. See pp. 106—7 supra. (P1. 197, no. 19.)",197-19,Bm,2,1920
20,76,55,E, III. Copper and bronze ﬁnger-rings (nos. 19—56),"76,55","20. Similar, but wire twisted round at ends in imitation of a bezel. Diam. 0-87 in. First century A.D. Sk. ’14—1,990; Block E; sq. 76-55’; stratum II. Cf. p. 162, n. I supra; A.S.R. (1914), P1. XXIV, 35. (Pl. 197, no. 20.)",197-20,Sk,2,1914
21,35,77,B, III. Copper and bronze ﬁnger-rings (nos. 19—56),"35,77","21. Similar and of same date. Diam. 0-93 in. Sk. ’17—283; Block B'; sq. 3 5-77’; stratum II. Cf. p. 194 supra. Type I). With hoop ornamented but without bezel. Nos. 22 and 23 are probably of the early medieval period. No. 24 is of the ﬁrst century A.D. The last—mentioned, as well as no. 23, are Indian rather than Hellenistic in form and decoration. The symbols on no. 24 are all typically Indian.",,Sk,2,1917
22,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"22. Copper ﬁnger—ring composed of thin band of metal with incised herring-bone pattern on outside. Diam. 0-75 in. Probably ﬁfth century A.D. Dh. ’15—1,058; mon. court A. Cf. pp. 278, 294 supra. (Pl. 197, no. 22.)",197-22,Dh,,1915
23,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"23. Copper ﬁnger-ring, ﬂat Within, rounded and gadrooned without. Diam. I in. Probably ﬁfth century A.D. Dh. ’16—66; mon. court A; 5 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 197, no. 23.)",197-23,Dh,,1916
24,13,79,1, III. Copper and bronze ﬁnger-rings (nos. 19—56),"13,79","24. Copper ﬁnger-ring composed of metal band with beaded edges, ﬂat on the inside and relieved on the outside with nine bosses bearing symbols in relief. On the largest boss, which takes the place of the bezel, is a ‘shield’ device, and on either side of it a triratna. The other devices include a pair of ﬁshes, swastika, vajra and lotus rosette. The devices, which may be either Buddhist or Iaina, more probably the former, were all endowed with amuletic properties. Diam. 0-93 in. Sk. ’20—746; Block 1’; sq. 13-79’; stratum I. The form and decoration of the ring suggest that it is an Indian pattern. For the triratna, cf. ‘Beads’, p. 747 and footnote; for the ﬁshes, ‘Copper and Bronze’, no. 28, ‘Iewellery’, no. 78; for the swastika, ibid. no. 85. Cf. p. 196 supra. (P1. 197, no. 24.) Type c. With plain bezels. The bezels are usually almond—shaped but occasionally oval or round. Of the ten specimens listed below, seven come from the Bhir Mound and are referable to the fourth to second century B.C.; three come from Sirkap and belong to the ﬁrst century A.D. CH. 31] FINGER-RINGS AND GEMS 647",197-24,Sk,1,1920
25,9,52,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"9,52","25. Copper ﬁnger-ring with ﬂat almond-shaped bezel. Hoop ﬂat within, angular without. Diam. 0-75 in. Bm. ’20—708; sq. 31°29’; stratum 111. Cf. p. 103 supra. (Pl. 197, no. 25.) 26. Similar. Diam.0‘75 in. Bm. ’21—598; sq. 9'52’; stratum III. Cf. p. 103 supra. (Pl. 197, no. 26.) 27. Similar to preceding. Diam. 0-68 in. Bm. ’21—378; sq. 12'60’; stratum II. Cf. pp. 106— 7 supra.","197-25, 197-26",Bm,3,1920
28,52,47,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"52,47","28. Similar, but with two decorative bosses supporting the bezel. Diam. 062 in. Bm. ’21— I,o47; sq. 52-47’; stratum II. See vol. I, ibid. (Pl. 197, no. 28.)",197-28,Bm,2,1921
29,15,27,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"15,27","29. Similar to nos. 25—7. Diam. 0-68 in. Bm. ’20~1,551; sq. 15-27’; stratum II. See vol. I, ibid. (Pl. 197, no. 29.)",197-29,Bm,2,1920
30,30,46,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"30,46","30. Similar to preceding. Diam. 087 in. Bm. ’21—154; sq. 30-46’; stratum II. See vol. I, ibid.",,Bm,2,1921
31,19,55,A, III. Copper and bronze ﬁnger-rings (nos. 19—56),"19,55","31. Similar to preceding, but of more ﬂimsy make. Diam. 0-75 in. Sk. ’20—943; Block A; sq. 19-55’; stratum II. Cf. p. 146 supra. 32. Of kindred type to above, but bezel smaller and beading on either side of hoop. Diam. 0-75 in. Sk. ’13—566; spoil earth. (Pl. 198, no. 32.)",198-32,Sk,2,1920
33,109,52,G, III. Copper and bronze ﬁnger-rings (nos. 19—56),"109,52","33. Copper ﬁnger-ring with large raised oval bezel. Hoop ﬂat within, rounded without. Diam. 0-87 in. Sk. ’26—2,215; Block G; sq. 109-52’; stratum I. Cf. p. 169 supra. (P1. 198, no. 33.)",198-33,Sk,1,1926
34,26,29,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"26,29","34. Similar to the last, but with raised round bezel. Diam. 0-75 in. Bm.’20—1,310; sq. 26-29’; stratum II. See p. 107 supra. (Pl. 198, no. 34.) Type d. With stones or paste inlaid in bezel. N0 examples of this class of ﬁnger- ring have been found in the Bhir Mound. The earliest is no. 37 from Sirkap, which dates from the second century B.C. Of the others, nos. 3 5, 36 and 39 are of the ﬁrst century A.D., and no. 40 of the ﬁfth century A.D.",198-34,Bm,2,1920
35,56,71,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"56,71","35. Silver-bronze ring with almond-shaped bezel containing two depressions for gems. Hoop ﬂat within, rounded without, and expanding upwards to bezel. Diam. 0-87 in. Sk. ’14— 629; sq. 56-71'; stratum III; Main Street. Cf. A.S.R. (1914), P1. XXIV, 37. (Pl. 198, no. 35.)",198-35,Sk,3,1914
36,,,1, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"36. Similar, but with oval bezel inlaid with glass paste which is now decayed. Diam. 0-87 in. Sk. ’12—57; Block 1; stratum III. Cf. p. 142 supra. (Pl. 198, no. 36.)",198-36,Sk,3,1912
37,59,116,D, III. Copper and bronze ﬁnger-rings (nos. 19—56),"59,116","37. Similar, with single depression inset with glass paste, which is fractured. Diam. 0-87 in. Sk. ’19—1,698; Block D’; sq. 59-116’; stratum V. See p. 129 supra. (Pl. 198, no. 37.)",198-37,Sk,5,1919
38,74,180,E, III. Copper and bronze ﬁnger-rings (nos. 19—56),"74,180","38. Bronze ﬁnger-ring with projecting oval bezel containing jacinth. Hoop composed of ﬂat band of metal with protruding knob on each side of bezel. Diam. 0-7 5 in. Date uncertain. Dh. ’22—35—E3; 4 ft. below surface. Cf. p. 294 supra. (Pl. 198, no. 38.) 39. Bronze ﬁnger-ring similar to no. 37. Stone of bezel missing. Diam. 0-87 in. First century A.D. Sk. ’16—481; Block E’; sq. 74-180'; stratum II. Cf. p. 185 supra.",198-38,Dh,2,1922
40,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"40. Copper ﬁnger—ring of round wire with raised bezel consisting of ﬁve cloisons arranged quincunxwise. Gems missing. Diam. 093 in. Probably ﬁfth century A.D. Badalpur ’16-42; south of main stﬁpa. 5 ft. below surface. Cf. B.M. Cat. of Finger-rings, nos. 818 and 853. (P1. 198, no. 40.) Type e. With devices or ﬁgures engraved on metal bezel. No. 41, from the Bhir Mound, dates from about 200 B.C. Nos. 42—51, from Sirkap, are of the ﬁrst century A.D. No. 52 is of the early medieval period.",198-40,,,1916
41,15,13,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"15,13","41. Fragment of copper ﬁnger-ring With almond-shaped bezel engraved with ﬁgure of elephant. Diam. 0-87 in. Bm. ’19—427; sq. 15-13’; stratum II. See p. 107 supra, and A.S.R. (1919), P1. XI, 1. (Pl. 198, no. 41 and P1. 207, no. 16.)",198-41 and 207-16,Bm,2,1919
42,161,43,K, III. Copper and bronze ﬁnger-rings (nos. 19—56),"161,43","42. Bronze ﬁnger-ring with ﬂat almond—shaped bezel bearing swastika and two marks in roughly beaded border. Hoop ﬂat within, angular without. Diam. 0-87 in. Sk. ’14—382; 82-2 648 FINGER-RINGS AND GEMS [CH. 31 Block K (palace); sq. 161-43’; stratum II. Cf. p. 177 supra; A.S.R. (1914), P1. XXIV. (Pl. 198, no. 42.)",198-42,Sk,2,1914
43,44,53,C, III. Copper and bronze ﬁnger-rings (nos. 19—56),"44,53","43. Similar, With oval bezel engraved with a winged horse (Pegasus) intaglio. Diam. 0-75 in. Sk. ’24—891; Block C; sq. 44-53’; stratum III. Cf. p. 149, no. 6 supra; A.S.R. (1924), P1. XI, 6. (Pl. 198, no. 43 and Pl. 207, no. 27.)",198-43 and 207-27,Sk,3,1924
44,96,55,G, III. Copper and bronze ﬁnger-rings (nos. 19—56),"96,55","44. Similar, with rough engraving of standing Heracles, holding club in right hand. Diam. 0-75 in. Sk. ’13—-17o; Block G; sq. 96- 55’; stratum II. Cf. p. 169 supra. (P1. 198, no. 44.)",198-44,Sk,2,1913
45,63,54,D, III. Copper and bronze ﬁnger-rings (nos. 19—56),"63,54","45. Similar, with almond-shaped bezel engraved with standing Nike to left. Diam. 0-7 5 in. Sk. ’13—2,019; Block D; sq. 63-54’; stratum II. Cf. p. 155 supra. (Pl. 198, no. 4.5.)",198-4.5,Sk,2,1913
46,70,101,E, III. Copper and bronze ﬁnger-rings (nos. 19—56),"70,101","46. Similar, With projecting oval bezel engraved with dancing female ﬁgure wearing loose drapery, which leaves the upper part of body and legs from knees downward bare. Hands hold uncertain objects. Diam. 0-68 in. Sk. ’28—945; Block E’; sq. 70-101’; stratum III. Cf. p. 185 supra. (Pl. 198, no. 46 and P1. 207, no. 33.)",198-46 and 207-33,Sk,3,1928
47,36,89,B, III. Copper and bronze ﬁnger-rings (nos. 19—56),"36,89","47. Similar, but of copper. Oval bezel engraved with standing ﬁgure of Nike holding diadem in right hand. Diam. 0-75 in. Sk. ’20—405; Block B’; sq. 36-89’; stratum II. Cf. p. 194 supra. (Pl. 198, no. 47.)",198-47,Sk,2,1920
48,43,45,C, III. Copper and bronze ﬁnger-rings (nos. 19—56),"43,45","48. Similar to last, but with round bezel. Standing female ﬁgure with ﬂowing draperies; damaged. Diam. 0-75 in. Sk. ’24—872; Block C; sq. 43'45’; stratum II. Cf. p. 149, no. 6 supra. (Pl. 198, no. 48.)",198-48,Sk,2,1924
49,94,87,F, III. Copper and bronze ﬁnger-rings (nos. 19—56),"94,87","49. Similar, but with raised bezel engraved with a standing male ﬁgure (? Siva) dancing with arms akimbo. Much corroded. Diam. 0-62 in. Sk. ’28—2,095; Block F’; sq. 94-87’; stratum II. Cf. p. 183 supra. (Pl. 198, no. 49.)",198-49,Sk,2,1928
50,94,56,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"94,56","50. Bronze ﬁnger-ring with ﬂat oval bezel engraved with miniature seated ﬁgure on throne. Diam. 0-62 in. Sk. ’13—131; sq. 94- 56’; Eighth Street; stratum II. (Pl. 198, no. 50.)",198-50,Sk,2,1913
51,109,85,G, III. Copper and bronze ﬁnger-rings (nos. 19—56),"109,85","51. Circular bezel of a copper ﬁnger-ring engraved with standing draped ﬁgure holding snake or bow in right hand, and perhaps dancing. Hoop missing. Diam. 0-68 in. Sk. ’29—2,34o; Block G’; sq. 109~85’; stratum II. Cf. p. 18x supra. (Pl. 198, no. 51 and P1. 207, no. 18.) .",198-51 and 207-18,Sk,2,1929
52,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"52. Copper ﬁnger—ring with raised oval bezel. Engraved on the bezel is a dancing ﬁgure (P Siva) wearing a’hoti and turban (?) and holding snake or bow in left hand (as seen in impres- sion) and lion skin (P) in right. Diam. 0-87 in. Probably early medieval. Dh. ’16—221; north- east of F; 3 ft. 6 in. below surface. Cf. p. 294 supra. (Pl. 198, no. 52.) Type f. With inscriptions engraved on bezels.",198-52,Dh,,1916
53,154,63,, III. Copper and bronze ﬁnger-rings (nos. 19—56),"154,63","53. Ring of copper wire with square raised bezel. Diam. 0-93 in. The hoop is ﬂat within, rounded without. Engraved on the bezel is the ﬁgure of a humped bull, and an inscription in Kharoshthi, viz.: Yavala(le?)trasa=‘0f Yavalatra’ (or ‘Yavaletra’). Cf. C.I.I. II, pt. I, p. 100, Pl. XX, 4. First century AD. Sk. ’24—1,5 56; BlockK (palace); sq. 154-63’; stratum II. See p. 177 supra; A.S.R. (1924), P1. x1, 5. (P1. 198, no. 53 and P1. 207, no. 35.)",198-53 and 207-35,Sk,2,1924
54,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"54. Copper ﬁnger-ring with ﬂat oval bezel. Diam. 0-87 in. The hoop is ﬂat within, rounded without, and expanding towards the bezel. On the bezel is engraved a maned lion asleep. To left is a swastika, and above and below, a Kharoshthi inscription: Mahajhanaputrasa )‘hana- priyasa= ‘ Of Dhyanapriya, the son of Mahadhyana’. Cf. C.I.I. II, pt. I, p. 100 (3), and Pl. XX, 3. First century AD. The engraving of the lion is well executed. Sk. ’20—18; spoil earth; from south-west of palace. (Pl. 198, no. 54 and P1. 207, no. 36.)",198-54 and 207-36,Dh,,1920
55,50,43,C, III. Copper and bronze ﬁnger-rings (nos. 19—56),"50,43","55. Similar to preceding, engraved with a standing male ﬁgure intaglio. Diam. 056 in. Inscription corroded: Mahajha(na)putrasa. . .jhanasa (?)=‘Of. . .dhyana, the son of Maha- dyana’. Cf. C.I.I. II, pt. I, p. 101 (6), Pl. xx, 5. Sk. ’24—1,416; Block C; sq. 50-43’; stratum II. Cf. p. 149, no. 6 supra; A.S.R. (1924), P1. XI, 3. (Pl. 198, no. 55 and P1. 208, no. 46.)",198-55 and 208-46,Sk,2,1924
56,,,, III. Copper and bronze ﬁnger-rings (nos. 19—56),,"56. Copper ﬁnger-ring with irregular hoop and large almond—shaped ﬂat bezel. Length of bezel 1-57 in. On bezel, Gupta-Brahmi inscription in single-line border which appears to CH. 31] FINGER-RINGS AND GEMS 649 read: Babhacha(ta)rrta=‘Bacharana (P). Fifth century AD. Bl. ’30—293. For a gold coin of Bacharana, see R.U.C. no. 270. Cf. p. 396 supra. (Pl. 198, no. 56 and P1. 208, no. 58.) Only two specimens of iron ﬁnger-rings have been found at T axila. One dates from the third to second century B.C. ; the other, which has a copper bezel, probably from the ﬁfth century AD.",198-56 and 208-58,Bl,,1930
57,13,11,," IV. Iron ﬁnger-rings (nos. 57, 58)","13,11","57. Finger-ring of iron with ﬂat oval bezel. Hoop rounded. Diam. 0-93 in. Bm. ’19—746; sq. 13-11’; stratum II. Cf. p. 107 supra. (Pl. 198, no. 57.)",198-57,Bm,2,1919
58,,,," IV. Iron ﬁnger-rings (nos. 57, 58)",,"58. Finger-ring of iron with oval bezel covered With plate of copper. Diam. 087 in. Engraving on copper plate consists of two standing ﬁgures, but is indistinct. Ghai ’25—7; west side; 2 ft. below surface. Cf. p. 354 supra. (P1. 198, no. 58 and P1. 208,.no. 47.) There is only one ﬁnger-ring of lead in the collection. It comes from the Bhir Mound and dates from about 200 B.C.","198-58 and 208,.47",,,1925
59,12,28,, V. Lead ﬁnger-ring (no. 59),"12,28","59. Finger-ring of lead with an almond-shaped bezel bearing ﬁgure of a tiger engraved intaglio. Diam. 0-93 in. Rough workmanship. Damaged. Bm. ’19—1 16; sq. 12-28’; stratum I. Cf. p. 111 supra and A.S.R. (1919), Pl. XI, 4. (Pl. 198, no. 59 and P1. 208, no. 42.) Both of these ﬁnger—rings are of banded grey and brown onyx. No. 60 belongs to the ﬁrst century A.D.; no. 61 is probably of the early medieval period.",198-59 and 208-42,Bm,1,1919
60,54,117,D," VI. Stone ﬁnger-rings (nos. 60, 61)","54,117","60. Finger-ring of onyx, with projecting almond-shaped bezel. Diam. 112 in. Hoop ﬂat Within, rounded without. Sk. ’19—1,003; Block D’; sq. 54-117’; stratum II. Cf. p. 191 supra. (Pl. 209, g.)",209-g,Sk,2,1919
