,X,Y,block,class,coord,description,plate,site,stratum,year
15,,,," II. Female deity standing, with full-ﬂowing skirt (nos. 9—16)",,"15. Sk. ’14—266; stratum II. Outside the city wall. Votive relief of reddish yellow terra— cotta with standing female. Height 5- 5 in. No wash or slip. The ﬁgure is wearing an elaborate veil, which hangs down the back on either side of the head, ear-pendants, necklace and a wide-ﬂowing garment below the waist. Cf. no. 9 supra. Of Maurya age or'earlier. (Pl. 132, no. 15). It is to be noted that, though nos. 14 and I 5 come from Jandial and Sirkap respectively, they are of the same age as the Bhir Mound specimens.",132-15,Sk,2,1914
16,,,," II. Female deity standing, with full-ﬂowing skirt (nos. 9—16)",,"16. A derivative of the foregoing type may be a terra-cotta ﬁgurine in the round found in Sirkap. (Sk. ’12; Trench A 285; stratum II; height 3-87 in.) with head, right hand and legs missing. At ﬁrst sight, this ﬁgure, which is unique at Taxila, looks as if she was seated cross- legged. In reality, however, she is standing with her skirts Wide spread, the legs being broken off short. The left hand is turned upwards and holds some uncertain object. (Pl. 132, no. 16.) wearing tight skirt (nos. 17—19) Her veil and braided hair fall from the crown on either side of the head. Her ornaments comprise a hip—girdle (mekhald), necklaces, bangles, and rosettes on the ‘head. The bird, which may be a clove, calls to mind a familiar type of Aphrodite. The type strikingly resembles such ﬁgures as Brit. Museum nos. B452, 458 from Naukratis or C232—52 from Cyprus; and it is noteworthy that the arms retain the Ionian attitude proper to the female sex. Possibly the type may go back to an Ionian (Yavana) tradition introduced into the Panjab during Achaemenid times. Cf. Naukratis I, P1. 11, nos. 1 and 2, Pl. XIV, no. 8.",132-16,Sk,2,1912
17,44,128,," III. Female deity standing, with bird in left hand and","44,128","17. Bm. ’21-«1,584; sq. 44-128’; stratum II. Votive relief of a standing female deity holding a bird in left hand, which is raised between the breasts. Height 6 in. Her skirt is drawn tight about the hips and legs, and she wears a necklace and veil, which with her braided hair falls from the crown on either side of the head. Coarse red terra—cotta. (Pl. I 32, no. 17.)",I 32-17,Bm,2,1921
18,41,123,," III. Female deity standing, with bird in left hand and","41,123","18. Bm. ’21—1,6o6; sq. 41-123’; stratum II. Similar to no. 17, but of ﬁner workmanship. Height 4- 5 in. Round the hips of the goddess is a girdle (mekhald) and her skirt has a single vertical fold in front. The bird in the left hand is defaced. (P1. I 32, no. 18.)",I 32-18,Bm,2,1921
19,44,128,," III. Female deity standing, with bird in left hand and","44,128","19. Brn. ’21—1, 539; sq. 44-128’; stratum II. Similar to no. 18, but the details, notably of the bird and necklace, are clearer. Height 3- 5 in. Legs missing. (Pl. 132, no. 19.) She wears a long necklace reaching to the hips. It is noteworthy that she is sitting on a high chair in European fashion (nos. 20—2).",132-19,,2,1921
20,44,128,," IV. Draped female deity seated, with bird in folded arms (nos. 20—2)","44,128","20. Brn. ’21—1, 540; sq. 44-128'; stratum II. Votive relief of female deity seated on high chair. Height 4. in. Her arms are crossed beneath the breast, and in them she holds a bird. Red terra-cotta. Head missing, feet damaged. (Pl. 132, no. 20.) 21. Bm. ’20—645; sq. 24-39’; stratum II. Probably of same class as preceding, but upper part missing. Height 3- 5 in. (P1. 132, no. 21.) 22. II. ’12—50; Mound D. Similar to no. 21, but missing from waist upwards. Height 2-5 in. Cf. p. 229 supra. (Pl. 132, no. 22.) 57-2 Single male ﬁgures                                     448 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 The drapery is free ﬂowing as in Class II above, and the ﬁgures are much ornamented. The child’s face is turned to front, his legs sideways. (Nos. 23—5.)","132-20, 132-21, 132-22",Bm,2,1921
23,,,," V. Draped female deity standing, with child on left hip (nos. 23—5)",,"23. Bm. ’20—1, 569; sq. 1833’; stratum II. Upper part of a votive terra—cotta plaque representing a female ﬁgure standing, with a child on her left hip. Height 3-25 in. The skirt of her dress ﬂows out full on either side. The upper half of the child is turned to the front; its legs are in proﬁle. The mother wears an elaborate head-dress, heavy ear-pendants, necklace and a tasseled, bell—like fringe on her upper garment. The child also has an elaborate head-dress, ear—pendants and girdle. Of buff clay mixed with sand. (Pl. 132, no. 23.)",132-23,Bm,2,1920
24,12,59,," V. Draped female deity standing, with child on left hip (nos. 23—5)","12,59","24.. Bm. ’21—376; sq. 12-59’; stratum II. Similar to preceding example, but with lower part preserved and head of the mother missing. Height 4-25 in. Of yellowish clay. (Pl. 132, no. 24.)",132-24,Bm,2,1921
25,50,90,C," V. Draped female deity standing, with child on left hip (nos. 23—5)","50,90","25. Sk. ’3o~390; Block C’; sq. 50-90’; stratum VI. Similar to preceding but head and feet of mother missing. Height 3-62 in. This is the only specimen of this type of votive plaque found in Sirkap, and it is noteworthy that it comes from the Greek stratum referable to the second century B.C. (Pl. 132, no. 25.) scarf. No ornaments (nos. 26, 27)",132-25,Sk,6,
26,23,56,," VI. Standing male ﬁgure wearing dhoti, with or without","23,56","26. Bin. ’20—1,157; sq. 23-56'; stratum II. Standing male ﬁgure in relief, wearing dhoti. Size 4-12 x 256 in. Left hand on breast; right hand holding a small vessel(?). Head and legs below knees missing. Red clay. (P1. 132, no. 26.)",132-26,,2,1920
27,30,49,," VI. Standing male ﬁgure wearing dhoti, with or without","30,49","27. Bm. ’2o—I,453; sq. 30-49’; stratum 11. Standing male ﬁgure in the round, wearing dhotz' and scarf in Indian fashion. Height 3 56 in. Head, arms and feet missing. Red clay, mixed with sand. Note that, by a rare exception, this is in the round, not in relief. (Pl. 133, no. 27.)",133-27,Bm,2,
28,49,126,," VII. Standing male ﬁgure in full Indian dress (nos. 28, 29)","49,126","28. Bm. ’21—1,487; sq. 49-126'; stratum II. Votive plaque with standing male ﬁgure in relief. Height 4-87 in. Wears dhoti, richly broidered shawl, turban, heavy ear-pendants and necklace. Highly ornamented but much defaced. Red clay. (P1. 133, no. 28.)",133-28,Bm,2,1921
29,28,45,K," VII. Standing male ﬁgure in full Indian dress (nos. 28, 29)","28,45","29. Bm. ’21—36; sq. 28~45’; stratum II. Similar to preceding, but lower part missing. Height 4-62 in. Light red clay. (Pl. 133, no. 29.) These ﬁgures are of the ﬁrst century B.C. and ﬁrst century A.D. It is possible that they reproduce, under a classical guise, the Indian male gods of Classes VI or VII, just as the nude female ﬁgures of Class I, I) probably reproduce the nude Mother—goddesses of Class I, a. On the other hand, it is just as likely that these quasi—classical ﬁgurines have nothing to do with the primitive deities of India. It is noteworthy that no. 30 is holding what appears to be a small ﬂask in the left hand. He may therefore be intended for Maitreya. 3o. Sk. ’27—139; Block K’; sq. 155-103’; stratum III. Standing male ﬁgure in the round, wearing himation over left shoulder with right shoulder bare, and holding ﬂask in left hand. CH. 24] TERRA-GOTTA AND CLAY OBJECTS 449 Height 2-87 in. Head and right arm missing. Buff grey terra-cotta. Cf. p. 180 supra. (Pl. 133, no. 30.)","133-29, 133-30",Bm,2,1921
31,166,44,K," VIII. Standing male ﬁgure in Hellenistic (Yavana) dress (nos. 30, 31)","166,44","31. Sk. ’28—2,789; Block K; sq. 166-44'; stratum IV. Standing male ﬁgure in the round, wearing chitén reaching to the knees, and over it a himation covering both shoulders. Height 3-62 in. Right hand rests on the right hip and the left hand holds the edge of the himation. Red terra-cotta, with traces of white paint on body and drapery. Head missing. (P1. 133, no. 31.)",133-31,Sk,4,1928
32,5,62,," IX. Standing male ﬁgure, with goat at left side (no. 32)","5,62","32. Bm. ’19~I,27o; sq. 5-62'; stratum II. Votive plaque with a standing male ﬁgure, holding goat at his left side. Height 3- 5 in. The ﬁgure is wearing a necklace with pendants, hip-girdle and bangles. The right hand, which is raised to the right breast, holds a rope to which the goat is attached. Head missing. Red burnt terra-cotta. Whether the ﬁgure is intended to be clothed or nude is uncertain. At ﬁrst sight it appears to be nude, but in the early Indian School it was the common practice to represent the dress as Virtually transparent. Well-known examples are the yakshz's supporting the architrave of the east gateway at Siﬁchi. (Pl. 133, no. 32.) periods (nos. 32, a—34)",133-32,Bm,2,1919
32,14,92,1, X. Seated male ﬁgure. Of the Greek and Saka-Parthian,"14,92","32, a. Sk. ’28—627; Block 1'; sq. 14-92'; stratum V. Male ﬁgure seated cross-legged; of badly baked clay and poor execution; head missing and left arm damaged. Height 3- 5 in. A.S.R. (1928——9), p. 63, no. 92.",,Sk,5,1928
33,27,91,A, X. Seated male ﬁgure. Of the Greek and Saka-Parthian,"27,91","33. Sk. ’29—2, 541; Block A’; sq. 27-91’; stratum IV. Male ﬁgure in round, seated cross- legged in Indian fashion. Height 3 in. Wears long coat crossed over chest, with waist—band and trousers. Hands resting on legs. Traces of white paint. Head missing. Red terra-cotta. (Pl. 133, no. 33.)",133-33,Sk,4,1929
34,57,46,D, X. Seated male ﬁgure. Of the Greek and Saka-Parthian,"57,46","34. Sk. ’29—2,o36; Block D; sq. 57-46’; stratum II. Male ﬁgure seated in European fashion on stool. Height 312 in. Wears dhoti' and scarf. Although the dress is Indian, the ﬁgure seems to be under Greek inﬂuence. Right hand damaged and head missing. Red terra-cotta. Cf. p. I 57 supra. (P1. 133, no. 34.) Type a. Many specimens of this type of votive plaque have been found in the Bhir Mound, but two examples will sufﬁce for them all. They are of the third or second century 3.0.",133-34,Sk,2,1929
35,44,128,, XI. Male and female ﬁgure standing side by side (nos. 3 5~8),"44,128","35. Bm. ’2I—~I,55I; sq. 44-128'; stratum II. A.S.R. (1920), P1. XVI, 8. Votive plaque of red terra-cotta, representing a male and female ﬁgure standing side by side and holding hands. Height 4-81 in. No wash or slip. The male wears turban, dhoti, shawl, necklace, and ear-rings; and is holding the side of the shawl with his right hand. The female wears a head-dress with a topknot and long veil falling down on either side of the head; also large ear-pendants and necklace; her left hand rests on her hip. This plaque is cast from the terra-cotta matrix Bm. 1,551, which was found in the same spot along with a number of similar plaques. (Pl. 133, 1108- 35, 35, a-)",133-1108- 35-35-a-,Bm,2,
36,34,42,B, XI. Male and female ﬁgure standing side by side (nos. 3 5~8),"34,42","36. A similar plaque, but broken, was also found in Sirkap (Sk. ’15—881 ; Block B; sq. 34-42’; stratum II). Height 387 in. It dates from the second century B.C. Cf. p. 148, no. 3 supra. Pairs of male and female ﬁgures Pot-bellied dwarfs 450 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 Type I). In another type (b) of the same subject, the woman is standing with her right leg drawn back and her weight resting on the left leg. ‘",,Sk,2,1915
37,26,34,, XI. Male and female ﬁgure standing side by side (nos. 3 5~8),"26,34","37. Bm. ’20*1,o44; sq. 26-34’; stratum III. Votive plaque representing a male and female standing side by side, the female with right leg drawn back. Height 2-68 in. She wears a girdle round her waist and anklets. No wash or slip. Red terra—cotta. The upper half of the plaque is missing. (Pl. 133, no. 37.)",133-37,Bm,3,1920
38,34,65,, XI. Male and female ﬁgure standing side by side (nos. 3 5~8),"34,65","38. Bm. ’20—214; sq. 34'65’; stratum II. Similar. Height 3-25 in. The upper part is missing. (P1. 133, no. 38.) With them may be compared the kumbhdrza'a dwarfs at Saﬁchi, notably on the western gateway. Type a. Standing",133-38,Bm,2,1920
39,44,128,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","44,128","39. Bm. ’15—312; stratum II. Lower half of a standing dwarf of terra-cotta. Height 3-37 in. Prominent belly with a girdle beneath. Another kumbhduda of the same type is holding a ram in his two arms (Dh. ’I4—I4I; stﬁpa area; I ft. below surface; height 3-62 in.). It is probable that this one was doing likewise. (Pl. I 33, no. 39.) Type I). Squatting 4o. Bm. ’21—1,54o; sq. 44'128’; stratum II. Figurine of a pot-bellied squatting dwarf (kumbhdrzda) with wrinkled face and bulging eyes, wearing coiled head-dress, wreath(?) and large ear-ornaments. Height 4-75 in. It has been suggested that this type may be connected with the crouching Harpocrates, but it seems more likely to be purely Indian. Cf. Brit. Museum, terra-cotta no. C 584; W. Weber, Berlin Museums: Aegyptischegriechischeu Terrakotten, P15. 6, 7, nos. 71—80. Similar dwarfs are among the ornaments on the dress of a terra-cotta ﬁgurine—possibly a yakslu' queen—now in the Indian Institute at Oxford. The ﬁgurine, which is the ﬁnest work of its kind I have yet seen, dates from the Maurya or Sunga period. (Pl. 133, no. 40.)","I 33-39, 133-40",Bm,2,1915
41,39,117,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","39,117","41. Bm. ’21—962; sq. 39-117’; stratum II. Height 4 in. Figure of a pot-bellied squatting dwarf of red terra-cotta. Wears hair in two coils, one on each side of head, and heavy ear-rings. Typical early Indian work. Cf. A.S.R. (1920), P1. XVI, 13. (Pl. 133, no. 41.) '",133-41,Bm,2,1921
42,13,47,1," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","13,47","42. Sk. ’26—4,247; Block 1; sq. 13-47’; stratum II. Squatting kumbhauda on a cushion, holding animal in curve of left arm. Height 3 in. He wears what appears to be a skull-cap turned over at the brim and two long ear-pendants. The expression of the face calls to mind the faces of Mara’s soldiers on the north gateway at Saﬁchi. In this and other similar kumbhauda ﬁgures may be seen perhaps the prototype of the later ﬁgures of Kuvera. Cf. p. 142 supra. (Pl. 133, no. 42.)",133-42,Sk,2,1926
42,14,86,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","14,86","42, a. Another example of the same kumbhdzzda (height 2-12 in.) is seated cross-legged instead of squatting, and holds a staff (3) in both hands (Sk. ’28—2,645; sq. 14-86’; stratum II). Cf. p. 196 supra.",,Sk,2,1928
43,41,119,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","41,119","43. In yet another example the kumbhduda is squatting and holding a bird in the bend of his left arm (Bm. ’30—165; sq. 41-119’, stratum I). Height 4-25 in. In this example the head and right foot are missing. (P1. 133, no. 43.)",133-43,Bm,1,1930
44,44,128,," XII. Pot-bellied dwarfs (kumbhanda or kichaka) (nos. 39—44, a)","44,128","44. Along with the above may be mentioned a mould of a grotesque standing ﬁgure of an old man, with bald head and wrinkled face but without the characteristic pot-belly. It comes from the Bhir Mound and dates from about 200 B.C. (Bm. ’20—1,55o; sq. 44-128’; stratum II). Height 5-12 in. Cf. A.S.R. (1920), P1. XVI, 4. (Pl. 133, nos. 44 and 44, a.) CH. 24] TERRA-GOTTA AND CLAY OBJECTS 451",133-nos. 44 and 44-a,Bm,2,1920
45,,,, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"45. J1. ’13—4; Mound C; 6 ft. below surface. Standing female draped ﬁgure of ﬁne brown terra—cotta. Height 2-62 in. Face mutilated and legs from knees downwards missing. Arms atlfull length on either side. Wears long chitén held in by girdle at the waist, necklace and ear- pendants. This may possibly be the Yavana equivalent of the draped Indian goddess standing and holding both hands at her sides. The conventional and schematic position of the arms and hands suggests that this was intended for a traditional idol, not for a genre ﬁgure. Cf. p. 224 supra. (Pl. 133, no. 45.)",133-45,,,1913
